CCG Comments,CMU ,FY,Last Stage Reached,Project Assessed,Project ID,Project Name,Approval Date,Approval Step,CO Team Lead,Could count for more adaptation,Could count for more mitigation,Country,FY Probability,GP,Lending Instrument,Potential (Y/N),Practice Group,Practice Manager Name,Region,Requesting Cost Center Code,Responsible Cost Center Code,Responsible Cost Center Name,Team Lead Name,TLN CDRS: Project compliant with CDRS requirement?,TLN CI: Climate indicator included?,TLN CI: Name of Climate Indicator,TLN CI: Project compliant with CI requirement?,TLN GHG: Applicable to operation,TLN GHG: GHG lifetime,"TLN GHG: Gross Emissions  (tCO2e, lifetime)","TLN GHG: Net Emissions (annual average, tCO2e/year)","TLN GHG: Net Emissions (economic lifetime, tCO2e)",TLN GHG: Status of data,TN1: % (Climate Co-Benefits Over Total IDA/IBRD Commitment),TN2: Net IDA/IBRD Adaptation ($M) ,TN3: Net IDA/IBRD Mitigation ($M) ,TN4: Total IDA/IBRD Climate Co-Benefits ($M) ,TN5: % (IBRD Climate Co-Benefits Over Total IBRD Commitment),TN6: % (IDA Climate Co-Benefits Over Total IDA Commitment),TN7: Net IBRD Adaptation ($M),TN8: IBRD Climate Co-Benefits ($M),TN9: Net IBRD Mitigation ($M),TO1: Net IDA Adaptation ($M),TO2: IDA Climate Co-Benefits ($M),TO3: Net IDA Mitigation ($M),TO4: IBRD Commitment ($M),TO5: IDA Commitment ($M),TO6: Total IDA/IBRD Commitment ($M),TO7: Gross IDA/IBRD Adaptation ($M),TO8: Gross IDA/IBRD Mitigation ($M),TO9: Dual Benefit Finance ($M)
 ,AECC2-AFE,FY16,,Assessed,P156421,AF-DRC Human Development Systems Strengthening,3/29/2016,A,000349697 | Luc Laviolette ~ 000239433 | Christophe Rockmore,0,0,Congo Democratic Republic of,,Health Nutrition and Population,Investment,No,GGHVP,Francisca Ayodeji Akala,AFR,AECC2,HAEH2,HEALTH AFR E2,Luc Laviolette,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,30,30,,,
 ,AECC2-AFE,FY15,,Assessed,P147555,DRC -Health System Strengthening Project,12/18/2014,A,000556742 | Moise Bo Nyambe Bolamu ~ 000315867 | Wezi Marianne Msisha ~ 000086639 | Hadia Nazem Samaha ~,0,0,Congo Democratic Republic of,,Health Nutrition and Population,Investment,No,GGHVP,Francisca Ayodeji Akala,AFR,AECC2,HAEH2,HEALTH AFR E2,Moise Bo Nyambe Bolamu,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,220,220,,,
 ,AECC2-AFE,FY15,,Assessed,P149176,BI-Strengthening Institutional Capacity,4/22/2015,A,000158704 | Hugues Agossou ~ 000322923 | Marieta Fall,0,0,Burundi,,Governance,Investment,No,GGEVP,Omowunmi Ladipo,AFR,AECC2,EAEG2,EFI-AFR1-GOV-FM & PS-2,Hugues Agossou,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,22,22,,,
 ,AECC2-AFE,FY15,,Assessed,P149233,DRC - Post basic education,5/26/2015,A,000365967 | Leonce Kazumba ~ 000239745 | Hamoud Abdel Wedoud Kamil,0,0,Congo Democratic Republic of,,Education,Investment,No,GGHVP,Meskerem Mulatu,AFR,AECC2,HAEE2,Education AFR E2,Leonce Kazumba,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,200,200,,,
 ,AECC2-AFE,FY15,,Assessed,P150929,BI-Infrastructure Resilience Emergency,3/31/2015,A,000341970 | Papa Mamadou Fall ~,0,0,Burundi,,Transport and Digital Development,Investment,No,GGIVP,Almud Weitz,AFR,AECC2,IAET1,Transport-East Africa,Papa Mamadou Fall,Yes,,,,,,,,,,100%,25,0,25,0,1,0,0,0,25,25,0,0,25,25,,,
 ,AECC2-AFE,FY15,,Assessed,P150941,BI Eight Economic Reform Support Grant,1/13/2015,A,000313074 | Mamadou Ndione ~,0,0,Burundi,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Mamadou Ndione,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,
 ,AECC2-AFE,FY15,,Assessed,P152903,Reinsertion and Reintegration Project,5/15/2015,A,000395854 | Sophie Christelle Grumelard ~,0,0,Congo Democratic Republic of,,Social Urban Rural and Resilience,Investment,No,GGSVP,Varalakshmi Vemuru,AFR,AECC2,SAES3,Social AFR 3,Sophie Christelle Grumelard,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,15,15,,,
 ,AECC2-AFE,FY15,,Assessed,P153085,DRC-Goma Airport Project,3/13/2015,A,000330440 | Tojoarofenitra Ramanankirahina ~ 000412616 | Bertram Boie,0,0,Congo Democratic Republic of,,Transport and Digital Development,Investment,No,GGIVP,Almud Weitz,AFR,AECC2,IAET1,Transport-East Africa,Tojoarofenitra Ramanankirahina,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,52,52,,,
 ,AECC2-AFE,FY15,,Assessed,P153243,AO-Fiscal Management Programmatic DPL,6/30/2015,A,000265787 | Souleymane Coulibaly ~,0,0,Angola,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Souleymane Coulibaly,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,450,0,450,,,
 ,AECC2-AFE,FY15,,Assessed,P155323,Angola Fiscal Management DPF,6/30/2015,A,000265787 | Souleymane Coulibaly ~,0,0,Angola,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Souleymane Coulibaly,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,200,0,200,,,
 ,AECC2-AFE,FY14,,Assessed,P122229,Public Service Reform and Rejuvenation,12/12/2013,A,000240692 | Ruxandra Burdescu ~ 000244418 | Mamadou Lamarane Deme ~ 000317947 | Jean Mabi Mulumba ~,0,0,Congo Democratic Republic of,,Governance,Investment,No,GGEVP,Omowunmi Ladipo,AFR,AECC2,EAEG2,EFI-AFR1-GOV-FM & PS-2,Ruxandra Burdescu,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,77,77,,,
 ,AECC2-AFE,FY14,,Assessed,P122700,AO - Learning for All Project,9/26/2013,A,000267504 | Peter Anthony Holland ~,0,0,Angola,,Education,Investment,No,GGHVP,Meskerem Mulatu,AFR,AECC2,HAEE2,Education AFR E2,Peter Anthony Holland,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,75,75,,,
 ,AECC2-AFE,FY14,,Assessed,P131027,ZR-Inga 3 and Mid-Size Hydro Dev. TA,3/20/2014,A,000448024 | Alexis Lucien Emmanuel Madelain ~,0,0,Congo Democratic Republic of,,Energy and Extractives,Investment,No,GGIVP,Yadviga Viktorivna Semikolenova,AFR,AECC2,IAEE3,Infra AFR Energy 3,Alexis Lucien Emmanuel Madelain,Yes,,,,,,,,,,100%,0,73.100000000000009,73.100000000000009,0,1,0,0,0,0,73.1,73.1,0,73.1,73.1,,,
 ,AECC2-AFE,FY14,,Assessed,P133610,BI-Jiji and Mulembwe Hydropower,4/22/2014,A,000481533 | Juliette Suzanne Georgette Besnard ~ 000586347 | David Majambere,0,0,Burundi,,Energy and Extractives,Investment,No,GGIVP,Yadviga Viktorivna Semikolenova,AFR,AECC2,IAEE3,Infra AFR Energy 3,Juliette Suzanne Georgette Besnard,Yes,,,,,,,,,,100%,0,100,100,0,1,0,0,0,0,100,100,0,100,100,,,
 ,AECC2-AFE,FY14,,Assessed,P144612,BI-ERSG VII,11/27/2013,A,000313074 | Mamadou Ndione ~,0,0,Burundi,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Mamadou Ndione,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,26,26,,,
 ,AECC2-AFE,FY14,,Assessed,P145196,Eastern Recovery Project,2/27/2014,A,000457050 | Jordi Jose Gallego-Ayala ~ 000536535 | Aissata Coulibaly ~ 000478323 | Mba Minko Djekombe Rony ~,0,0,Congo Democratic Republic of,,Social Protection and Jobs,Investment,No,GGHVP,Suleiman Namara,AFR,AECC2,HAES2,Social Protection AFR E2,Jordi Jose Gallego-Ayala,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,79.1,79.1,,,
 ,AECC2-AFE,FY14,,Assessed,P145554,DRC:Financial Infrastructure and Markets,3/18/2014,A,000461970 | Alphonsus Nji T Achomuma ~,0,0,Congo Democratic Republic of,,Finance and Markets,Investment,No,GGEVP,Consolate K. Rusagara,AFR,AECC2,EAEF2,EFI-AFR1-FCI-Finance-2,Alphonsus Nji T Achomuma,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,30,30,,,
 ,AECC2-AFE,FY14,,Assessed,P145747,DRC: Strengthening PFMA,1/30/2014,A,000244418 | Mamadou Lamarane Deme ~,0,0,Congo Democratic Republic of,,Governance,Investment,No,GGEVP,Omowunmi Ladipo,AFR,AECC2,EAEG2,EFI-AFR1-GOV-FM & PS-2,Mamadou Lamarane Deme,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
 ,AECC2-AFE,FY14,,Assessed,P145965,Human Development Systems Strengthening,4/23/2014,A,000294696 | Lombe Kasonde ~ 000377900 | Enias Baganizi,0,0,Congo Democratic Republic of,,Health Nutrition and Population,Investment,No,GGHVP,Francisca Ayodeji Akala,AFR,AECC2,HAEH2,HEALTH AFR E2,Lombe Kasonde,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,15,15,,,
 ,AECC2-AFE,FY14,,Assessed,P146877,Quality Education for All Project,12/20/2013,A,000358160 | Emily Elaine Gardner ~,0,0,Sao Tome and Principe,,Education,Investment,No,GGHVP,Scherezad Joya Monami Latif,AFR,AECC2,HAWE3,Education AFR 3,Emily Elaine Gardner,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,,,
 ,AECC2-AFE,FY14,,Assessed,P150828,STP Quality Education for All - AF,6/27/2014,A,000358160 | Emily Elaine Gardner ~,0,0,Sao Tome and Principe,,Education,Investment,No,GGHVP,Meskerem Mulatu,AFR,AECC2,GEDDR-HIS,HIS-Education - GP,Emily Elaine Gardner,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,,,
 ,AECC2-AFE,FY13,,Assessed,P124720,DRC Western Growth Poles Project,6/11/2013,A,000340063 | Milaine Rossanaly ~,0,0,Congo Democratic Republic of,,Agriculture and Food,Investment,No,GGSVP,Shobha Shetty,AFR,AECC2,SAEA2,Agriculture and Food PG AFR2,Milaine Rossanaly,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,110,110,,,
 ,AECC2-AFE,FY13,,Assessed,P126088,ZR-Primary Hlth Care - 3rd AddFin (FY12),7/17/2012,A,000086639 | Hadia Nazem Samaha ~,0,0,Congo Democratic Republic of,,Health Nutrition and Population,Investment,No,GGHVP,Trina S. Haque,AFR,AECC2,GHNDR-HIS,"HIS-Health, Nutr & Population - GP",Hadia Nazem Samaha,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,75,75,,,
 ,AECC2-AFE,FY13,,Assessed,P126115,ZR: Governance II - Add't Fin,5/9/2013,A,000317947 | Jean Mabi Mulumba ~,0,0,Congo Democratic Republic of,,Governance,Investment,No,GGEVP,Robert R. Hunja,AFR,AECC2,GGODP-HIS,HIS-GOVERNANCE - SIP,Jean Mabi Mulumba,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,66.95,66.95,,,
 ,AECC2-AFE,FY13,,Assessed,P127080,BI-ERSG VI,10/23/2012,A,000180984 | Jean-Pascal Nganou ~,0,0,Burundi,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Jean-Pascal Nganou,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,
 ,AECC2-AFE,FY13,,Assessed,P129594,DRC-Multi-Modal Transp Additional Fin,6/11/2013,A,000012663 | Jean-Charles Crochet ~,0,0,Congo Democratic Republic of,,Transport and Digital Development,Investment,No,GGIVP,Almud Weitz,AFR,AECC2,IAET1,Transport-East Africa,Jean-Charles Crochet,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,180,180,,,
 ,AECC2-AFE,FY13,,Assessed,P129713,DRC Urban Development Project,5/9/2013,A,000273797 | Christian Vang Eghoff ~ 000317947 | Jean Mabi Mulumba,0,0,Congo Democratic Republic of,,Social Urban Rural and Resilience,Investment,No,GGSVP,Catalina Marulanda,AFR,AECC2,IAEU2,Urban DRM AFR East and South 2,Christian Vang Eghoff,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,
 ,AECC2-AFE,FY13,,Assessed,P131919,BI-Health Sector Dev 2nd AF (FY13),10/23/2012,A,000352386 | My Driss Zine Eddine El Idrissi ~,0,0,Burundi,,Health Nutrition and Population,Investment,No,GGHVP,Francisca Ayodeji Akala,AFR,AECC2,HAEH2,HEALTH AFR E2,My Driss Zine Eddine El Idrissi,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,
 ,AECC2-AFE,FY12,,Assessed,P119324,BI-ERSG V,12/15/2011,A,000180984 | Jean-Pascal Nganou ~,0,0,Burundi,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Jean-Pascal Nganou,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,35,35,,,
 ,AECC2-AFE,FY12,,Assessed,P127262,BI:AF Public Works and Urban Management,5/8/2012,A,000254097 | Deo-Marcel Niyungeko ~,0,0,Burundi,,Social Urban Rural and Resilience,Investment,No,GGSVP,Sameh Naguib Wahba Tadros,AFR,AECC2,GSURR-HIS,"HIS-Urban, Rural & Soc Dev - GP",Deo-Marcel Niyungeko,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,15,15,,,
 ,AECC2-AFE,FY11,,Assessed,P106982,DRC-Growth w/ Gov in Mineral Sector,7/1/2010,A,000419057 | Kirsten Lori Hund ~ 000326954 | Remi Pelon ~ 000432193 | Rachel Bernice Perks ~,0,0,Congo Democratic Republic of,,Energy and Extractives,Investment,No,GGIVP,Robert Schlotterer,AFR,AECC2,IEEXI,Infra Energy Extractive Industry,Kirsten Lori Hund,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,50,50,,,
 ,AECC2-AFE,FY11,,Assessed,P117382,DRC: Capacity for Core Public Management,6/28/2011,A,000308032 | Boris Weber ~,0,0,Congo Democratic Republic of,,Governance,Investment,No,GGEVP,Hisham Ahmed Waly,AFR,AECC2,GGO27-HIS,HIS-GOV PSI - AFR 5,Boris Weber,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,29.9,29.9,,,
 ,AECC2-AFE,FY11,,Assessed,P117510,BURUNDI - ERSG IV,12/9/2010,A,000180984 | Jean-Pascal Nganou ~,0,0,Burundi,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Abha Prasad,AFR,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Jean-Pascal Nganou,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,
 ,AECC2-AFE,FY11,,Assessed,P120709,DRC Pro-Routes - Additional Financing,6/28/2011,A,000111585 | Alexandre K. Dossou ~,0,0,Congo Democratic Republic of,,Transport and Digital Development,Investment,No,GGIVP,Almud Weitz,AFR,AECC2,IAET1,Transport-East Africa,Alexandre K. Dossou,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,63.3,63.3,,,
 ,AECC2-AFE,FY11,,Assessed,P122217,BI-Emergency Elect. Infrast. Project,9/30/2010,A,000342533 | Miarintsoa Vonjy Rakotondramanana ~,0,0,Burundi,,Energy and Extractives,Investment,No,GGIVP,Yadviga Viktorivna Semikolenova,AFR,AECC2,IAEE3,Infra AFR Energy 3,Miarintsoa Vonjy Rakotondramanana,,,,,,,,,,,44.36%,0,6.8314399999999997,6.8314399999999997,0,0.4436,0,0,0,0,6.83144,6.83144,0,15.4,15.4,,,
 ,AECC2-AFE,FY11,,Assessed,P122251,ZR-Malaria Control Add Fin (FY11),12/20/2010,A,000086639 | Hadia Nazem Samaha ~,0,0,Congo Democratic Republic of,,Health Nutrition and Population,Investment,No,GGHVP,Trina S. Haque,AFR,AECC2,GHNDR-HIS,"HIS-Health, Nutr & Population - GP",Hadia Nazem Samaha,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,80,80,,,
 ,AECC2-AFE,FY11,,Assessed,P123119,BI-Road Sec Dev Add'l Financing 2011,4/5/2011,A,000017894 | Kingson Khan Apara ~,0,0,Burundi,,Transport and Digital Development,Investment,No,GGIVP,Binyam Reja,AFR,AECC2,ITRDR,Infra - Director GlobalTransport,Kingson Khan Apara,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,19,19,,,
 ,AECC2-AFE,FY11,,Assessed,P124511,AO-Water Sector Inst Dvlp AF (PDISA-AF),6/30/2011,A,000380782 | Camilo Lombana Cordoba ~,0,0,Angola,,Water,Investment,No,GGSVP,Soma Ghosh Moulik,AFR,AECC2,SAEW2,Water Africa 3,Camilo Lombana Cordoba,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,120,120,,,
 ,AECC2-AFE,FY11,,Assessed,P125209,BI: Financial  & PS Dev Add Financing,4/5/2011,A,000242134 | Javier Suarez ~,0,0,Burundi,,Finance and Markets,Investment,No,GGEVP,Douglas Pearce,AFR,AECC2,EAWF1,EFI-AFR2-FCI-Finance-1,Javier Suarez,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,
 ,AECC2-AFE,FY11,,Assessed,P125677,ZR-Polio Control - Add Fin (FY11),6/28/2011,A,000086639 | Hadia Nazem Samaha ~,0,0,Congo Democratic Republic of,,Health Nutrition and Population,Investment,No,GGHVP,Trina S. Haque,AFR,AECC2,GHNDR-HIS,"HIS-Health, Nutr & Population - GP",Hadia Nazem Samaha,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,30,30,,,
 ,AECC2-AFE,FY11,,Assessed,P126683,DRC: Emergency Social Action Project AF2,6/28/2011,A,000017426 | Maurizia Tovo ~,0,0,Congo Democratic Republic of,,Social Protection and Jobs,Investment,No,GGHVP,Stefano Paternostro,AFR,AECC2,GSJD1-HIS,HIS-Director,Maurizia Tovo,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,6.8,6.8,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P164416,Burundi Skills for Jobs: Women and Youth Project,6/25/2021,A,000539650 | Maroua Sallami ~ 000500137 | Nadia Nintunze,0,0,Burundi,Firm,Education,IPF,No,GGHVP,Meskerem Mulatu,AFE,AECC2,HAEE2,Education AFR E2,Maroua Sallami,Yes,Yes,Fully functioning upgraded CEMs that are improved with climate change mitigation considerations; are accessible to the disabled and include separate toilets for females (Number),N/A,,,,,,,16.43%,7.257142857142858,5.8857142857142861,13.142857142857141,0,0.164285714,0,0,0,7.257142857,13.14285714,5.885714286,0,80,80,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P166805,Angola - Electricity Sector Improvement and Access Project,2/18/2021,A,000590156 | Leonardo Kilele Tshama ~ 000434673 | Samuel Kwesi Ewuah Oguah,0,0,Angola,Firm,Energy and Extractives,IPF,No,GGIVP,Yadviga Viktorivna Semikolenova,AFE,AECC2,IAEE3,Infra AFR Energy 3,Leonardo Kilele Tshama,Yes,Yes,Reduction of total system losses (Percentage) (supported by indicator description),Yes,Y,20,"173,325.05","-129,018.60","-2,580,372",GHG data finalized,28.86%,11.75,60.390000000000001,72.140000000000001,0.28856,0,11.75,72.14,60.39,0,0,0,250,0,250,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P168335,"STP COVID-19 Human and Economic Response, Recovery and Resilience DPO",12/18/2020,A,000456852 | Cornelius Fleischhaker ~ 000264447 | Mazen Bouri,0,0,Sao Tome and Principe,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Abha Prasad,AFE,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Cornelius Fleischhaker,Yes,No,,N/A,,,,,,,8.30%,0,0.82999999999999985,0.82999999999999985,0,0.083,0,0,0,0,0.83,0.83,0,10,10,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P168336,Second Angola Growth and Inclusion Development Policy Financing Operation,3/16/2021,A,000456852 | Cornelius Fleischhaker ~ 000264447 | Mazen Bouri,0,0,Angola,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Abha Prasad,AFE,AECC2,EAEM1,EFI-AFR1-MTI-MacroFiscal-1,Cornelius Fleischhaker,Yes,Yes,"Energy pricing based on market-based costs and utility tariffs based on cost recovery principle, systematically adjusted.",N/A,,,,,,,17.86%,50,75,125,0.178571429,0,50,125,75,0,0,0,700,0,700,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P168699,Girls Empowerment and Learning for All Project,4/29/2021,A,000419051 | Natasha De Andrade Falcao ~ 000452513 | Emma Mercedes Monsalve Montiel,0,0,Angola,Firm,Education,IPF,No,GGHVP,Meskerem Mulatu,AFE,AECC2,HAEE2,Education AFR E2,Natasha De Andrade Falcao,Yes,Yes,Number of schools equipped to serve as shelters during a climate emergency/natural disaster,Yes,,,,,,,25.08%,43.200000000000003,19.5,62.700000000000003,0.2508,0,43.2,62.7,19.5,0,0,0,250,0,250,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P169021,National Agriculture Development Program,6/25/2021,A,000576886 | Guyslain Kayembe Ngeleza ~ 000250111 | Benjamin Billard,0,0,Congo Democratic Republic of,Firm,Agriculture and Food,IPF,No,GGSVP,Shobha Shetty,AFE,AECC2,SAEA2,Agriculture and Food PG AFR2,Guyslain Kayembe Ngeleza,Yes,Yes,Yield of maize from incorporating climate-smart agricultural practices/technologies (Percentage),Yes,Y,15,"806,444.80","-490,810.13","-7,362,152",GHG data finalized,62.50%,238.09999999999999,74.400000000000006,312.5,0,0.625,0,0,0,238.1,312.5,74.4,0,500,500,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P169222,Girls Empowerment and Quality Education for All Project,12/11/2020,A,000419051 | Natasha De Andrade Falcao ~ 000267504 | Peter Anthony Holland,0,0,Sao Tome and Principe,Firm,Education,IPF,No,GGHVP,Meskerem Mulatu,AFE,AECC2,HAEE2,Education AFR E2,Natasha De Andrade Falcao,Yes,No,,N/A,,,,,,,2.72%,0.20395149206560059,0.20395149206560059,0.40790298413120119,0,0.027193532,0,0,0,0.203951492,0.407902984,0.203951492,0,15,15,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P171141,Kinshasa Multisector Development and Urban Resilience Project,3/30/2021,A,000527285 | Hyunji Lee ~ 000495751 | Feriha Mukuve Mugisha ~ 000541669 | Didier Makoso Tsasa ~,0,0,Congo Democratic Republic of,Firm,Urban Resilience and Land,IPF,No,GGSVP,Catalina Marulanda,AFE,AECC2,IAEU2,Urban DRM AFR East and South 2,Hyunji Lee,Yes,Yes,Electricity distribution secured against erosion and flooding (Megawatt),Yes,Y,20,0,"-282,906.30","-5,658,126",GHG data finalized,71.19%,233.75999999999999,122.17,355.93000000000001,0,0.71186,0,0,0,233.76,355.93,122.17,0,500,500,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P173252,Health System Support Project (KIRA) Additional Financing 2,4/22/2021,A,000313423 | Laurence Elisabeth Marie-Paule Lannes ~,0,0,Burundi,Firm,Health Nutrition and Population,IPF,No,GGHVP,Francisca Ayodeji Akala,AFE,AECC2,HAEH2,HEALTH AFR E2,Laurence Elisabeth Marie-Paule Lannes,Yes,No,,N/A,,,,,,,1.10%,0.48999999999999999,0.059999999999999998,0.55000000000000004,0,0.011,0,0,0,0.49,0.55,0.06,0,50,50,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P174153,Sao Tome and Principe: Institutional Capacity Building Project - AF,5/28/2021,A,000264447 | Mazen Bouri ~ 000177084 | Joseph Kizito Mubiru ~ 000454408 | Liliana Do Couto Sousa ~,0,0,Sao Tome and Principe,Firm,Finance Competitiveness and Innovation,IPF,No,GGEVP,Consolate K. Rusagara,AFE,AECC2,EAEF2,EFI-AFR1-FCI-Finance-2,Mazen Bouri,Yes,No,,N/A,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P174539,Social Protection and Skills Development Project Additional Financing,3/3/2021,A,000457050 | Jordi Jose Gallego-Ayala ~ 000403751 | Leandro Oliveira Costa,0,0,Sao Tome and Principe,Firm,Social Protection and Jobs,IPF,No,GGHVP,Suleiman Namara,AFE,AECC2,HAES2,Social Protection AFR E2,Jordi Jose Gallego-Ayala,Yes,No,,N/A,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P176152,"STP COVID-19  Emergency Response Project, Second Additional Financing",5/13/2021,A,000225265 | Carmen Carpio ~,0,0,Sao Tome and Principe,Firm,Health Nutrition and Population,IPF,No,GGHVP,Francisca Ayodeji Akala,AFE,AECC2,HAEH2,HEALTH AFR E2,Carmen Carpio,Yes,No,,N/A,,,,,,,3.67%,0.11,0,0.11,0,0.036666667,0,0,0,0.11,0.11,0,0,3,3,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P176215,Additional Financing DRC COVID-19 Strategic Preparedness and  Response Project,6/29/2021,A,000314213 | Ghulam Dastagir Sayed ~,0,0,Congo Democratic Republic of,Firm,Health Nutrition and Population,IPF,No,GGHVP,Francisca Ayodeji Akala,AFE,AECC2,HAEH2,HEALTH AFR E2,Ghulam Dastagir Sayed,Yes,No,,N/A,,,,,,,5.49%,8.2383419689119179,2.7461139896373061,10.984455958549219,0,0.05492228,0,0,0,8.238341969,10.98445596,2.74611399,0,200,200,,,
 ,AECC2-AFE,FY21,Bank Approved,Assessed,P176360,STEP Third Additional Financing,6/4/2021,A,000348128 | Paul G. A. Bance ~ 000021775 | John A. Elder,0,0,Congo Democratic Republic of,Firm,Social Protection and Jobs,IPF,No,GGHVP,Suleiman Namara,AFE,AECC2,HAES2,Social Protection AFR E2,Paul G. A. Bance,Yes,Yes,Safety net coverage expansion in areas affected by climate-related disaster,N/A,,,,,,,18.19%,37.770000000000003,7.71,45.479999999999997,0,0.18192,0,0,0,37.77,45.48,7.71,0,250,250,,,
 ,AECC2-AFE,FY22,Bank Approved,Assessed,P161877,DRC Transport and Connectivity Support Project,6/23/2022,A,000343418 | Peter Ngwa Taniform ~ 000578295 | Bolivian Dinyuy Tata,0,0,Congo Democratic Republic of,Firm,Transport,IPF,No,GGIVP,Almud Weitz,AFE,AECC2,IAET1,Transport-East Africa,Peter Ngwa Taniform,Yes,Yes,Percentage of project infrastructure integrating climate-resilient adaptation measures,Yes,Y,19,"373,422","-6,881","-130,730",GHG data finalized,47.03%,228.40000000000001,6.7599999999999998,235.16,0,0.47032,0,0,0,228.4,235.16,6.76,0,500,500,,,
